mp_name,nature_membership,term_start_date,term_end_date,pc_name,state,mp_political_party,mp_gender,educational_qualification,educational_qualification_details,mp_age,debates,private_member_bills,questions,attendance,mp_note
Rajnath Singh,Elected,09-06-2024,In Office,Lucknow,Uttar Pradesh,Bharatiya Janata Party,Male,Post Graduate and above,"Post-graduation in science from Gorakhpur University in year 1971; Science Graduate from KBPG College, Mirzapur, Gorakhpur University in year 1969",73,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)"
Ravindra Shukla Alias Ravi Kishan,Elected,09-06-2024,In Office,Gorakhpur,Uttar Pradesh,Bharatiya Janata Party,Male,Upto Higher Secondary,"Intermediate, Rizvi College of Arts, Science and Commerce, Bandra (West), Mumbai, 1990",55,2.0,3.0,36.0,, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
S P Singh Baghel,Elected,09-06-2024,In Office,Agra,Uttar Pradesh,Bharatiya Janata Party,Male,Post Graduate and above,"Ph.D. from Chaudhary Charan Singh University Meerut, U.P. in year 2004",64,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)"
Ajay Tamta,Elected,09-06-2024,In Office,Almora,Uttarakhand,Bharatiya Janata Party,Male,Graduate,"B.A from Swami Vivekanand Subharti University, Meerut (U.P) in year 2023",52,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)"
Shantanu Thakur,Elected,09-06-2024,In Office,Bangaon,West Bengal,Bharatiya Janata Party,Male,Graduate,B.A. from Karnataka State Open University in year 2015,42,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)"
Sukanta Majumdar,Elected,09-06-2024,In Office,Balurghat,West Bengal,Bharatiya Janata Party,Male,Post Graduate and above,Ph.D. from North Bengal University in year 2018,44,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)"
Manish Tewari,Elected,09-06-2024,In Office,Chandigarh,Chandigarh,Indian National Congress,Male,Graduate,"LLB, Campus Law Centre, Delhi University, 1992; BA (Hons), Goswami Ganesh Dutta Sanatan Dharam College, Sector 32, Chandigarh, Panjab University, 1985",58,5.0,3.0,16.0,, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Harsh Malhotra,Elected,09-06-2024,In Office,East Delhi,Delhi,Bharatiya Janata Party,Male,Graduate,"LLB, Delhi University, 1987",60,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)"
Tapir Gao,Elected,09-06-2024,In Office,Arunachal East,Arunachal Pradesh,Bharatiya Janata Party,Male,Post Graduate and above,M.A. (Pol. Sc.) from Arunachal University in year 1990,59,3.0,0.0,2.0,, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
G Lakshminarayana,Elected,09-06-2024,In Office,Ananthapur,Andhra Pradesh,Telugu Desam Party,Male,Graduate,"B.Sc. from Nagarjuna University, Nagarjuna Nagar, 28-3-1990",60,3.0,0.0,25.0,, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Appalanaidu Kalisetti,Elected,09-06-2024,In Office,Vizianagaram,Andhra Pradesh,Telugu Desam Party,Male,Graduate,LL.B. (Bachelor of Legislative Law) Andhra University 2011,51,4.0,0.0,26.0,, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Balashowry Vallabhaneni,Elected,09-06-2024,In Office,Machilipatnam,Andhra Pradesh,Jana Sena Party,Male,Post Graduate and above,Master of Arts Political Science from Andhra University in 2014,55,8.0,0.0,24.0,, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Byreddy Shabari,Elected,09-06-2024,In Office,Nandyal,Andhra Pradesh,Telugu Desam Party,Female,Post Graduate and above,"PG Degree (M.D. Radio Diagnosis)- Dr. NTR University of Health Sciences, Andhra Pradesh, April 2013",40,2.0,0.0,23.0,, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
C M Ramesh,Elected,09-06-2024,In Office,Anakapalle,Andhra Pradesh,Bharatiya Janata Party,Male,Upto Higher Secondary,"Intermediate from Board of Intermediate Education, Andhra Pradesh 1983",59,1.0,0.0,21.0,, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Daggubati Purandeswari,Elected,09-06-2024,In Office,Rajahmundry,Andhra Pradesh,Bharatiya Janata Party,Female,Graduate,"BA Litt. from SIT Women's College, 1976-79",65,3.0,0.0,23.0,, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Daggumalla Prasada Rao,Elected,09-06-2024,In Office,Chittoor,Andhra Pradesh,Telugu Desam Party,Male,Graduate,"B.A. from V.R.S. & Y.R.N. College, Chirala (Andhra University) in the Year 1981",62,1.0,0.0,20.0,, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
G M Harish Balayogi,Elected,09-06-2024,In Office,Amalapuram,Andhra Pradesh,Telugu Desam Party,Male,Graduate,Bachelors of Business Management from GITAM University in 2011,33,4.0,0.0,24.0,, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Gumma Thanuja Rani,Elected,09-06-2024,In Office,Araku,Andhra Pradesh,Yuvajana Sramika Rythu Congress Party,Female,Graduate,"Medical Doctor in Profession ""General Medicine"" from the International Higher School of Medicine, Bishkek Kyrgyzstan, in 2017",31,3.0,0.0,18.0,, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Kesineni Sivanath,Elected,09-06-2024,In Office,Vijayawada,Andhra Pradesh,Telugu Desam Party,Male,Graduate,"B.E. in Branch - II Mechanical Engineering in the year 1991 from Arulmigu Meenakshi Amman College Engineering, Kanchipuram, Madras University",55,2.0,0.0,30.0,, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Krishna Prasad Tenneti,Elected,09-06-2024,In Office,Bapatla,Andhra Pradesh,Telugu Desam Party,Male,Post Graduate and above,"MBA, Indian Institute of Management, Ahmedabad (IIMA) 1983-85",64,3.0,0.0,25.0,, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Lavu Sri Krishna Devarayalu,Elected,09-06-2024,In Office,Narsaraopet,Andhra Pradesh,Telugu Desam Party,Male,Graduate,"B.Tech. from Andhra University, Visakhapatnam year 2006",41,4.0,0.0,20.0,, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Magunta Sreenivasulu Reddy,Elected,09-06-2024,In Office,Ongole,Andhra Pradesh,Telugu Desam Party,Male,Graduate,"B.Com., V.R. College (S V University), Nellore, Year of Completion 1973",70,2.0,0.0,29.0,, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Bastipati Nagaraju,Elected,09-06-2024,In Office,Kurnoolu,Andhra Pradesh,Telugu Desam Party,Male,Post Graduate and above,"M.Sc. (Chemistry) - Swamy Ramananda Teerth Marathwada University, Nanded Maharashtra 2006",45,2.0,0.0,19.0,, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
P V Midhun Reddy,Elected,09-06-2024,In Office,Rajampet,Andhra Pradesh,Yuvajana Sramika Rythu Congress Party,Male,Post Graduate and above,MBA from MBA International Business Schiller University Waterloo London in 2000,46,2.0,0.0,21.0,, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Putta Mahesh Kumar,Elected,09-06-2024,In Office,Eluru,Andhra Pradesh,Telugu Desam Party,Male,Graduate,"B.Tech (Civil Engineering) from Jawaharlal Nehru Technology University Hyderabad, 2010",36,1.0,0.0,26.0,, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Parbhubhai Nagarbhai Vasava,Elected,09-06-2024,In Office,Bardoli,Gujarat,Bharatiya Janata Party,Male,Upto Higher Secondary,SSC (Gujarat Secondary Education Board Gandhinagar) in year 1989,54,3.0,0.0,6.0,, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Sribharat Mathukumilli,Elected,09-06-2024,In Office,Visakhapatnam,Andhra Pradesh,Telugu Desam Party,Male,Post Graduate and above,"M.A. from Stanford University, California in 2016, M.B.A. from Stanford University, California State, USA, in 2016",35,3.0,0.0,25.0,, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Y S Avinash Reddy,Elected,09-06-2024,In Office,Kadapa,Andhra Pradesh,Yuvajana Sramika Rythu Congress Party,Male,Post Graduate and above,"MBA from University of Worcester, U.K.",39,2.0,0.0,26.0,, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Dilip Saikia,Elected,09-06-2024,In Office,Darang Udalguri,Assam,Bharatiya Janata Party,Male,Graduate,B.Com. from Gauhati Commerce College under Gauhati University in year 1994,50,11.0,0.0,29.0,, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Gaurav Gogoi,Elected,09-06-2024,In Office,Jorhat,Assam,Indian National Congress,Male,Post Graduate and above,"M.P.A. from Robert F Wagner Graduate School of Public Service, New York University in year 2010",41,7.0,0.0,24.0,, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Kamakhya Prasad Tasa,Elected,09-06-2024,In Office,Kaziranga,Assam,Bharatiya Janata Party,Male,Post Graduate and above,M.A from Dibrugarh University in year 1999,49,3.0,0.0,13.0,, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Kripanath Mallah,Elected,09-06-2024,In Office,Karimganj,Assam,Bharatiya Janata Party,Male,Graduate,"B.Sc. from Karimganj College, Assam University in 1997",50,4.0,0.0,9.0,, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Parimal Suklabaidya,Elected,09-06-2024,In Office,Silchar,Assam,Bharatiya Janata Party,Male,Graduate,B.A. from Gauhati University in year 1980,66,1.0,0.0,2.0,, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Phani Bhusan Choudhury,Elected,09-06-2024,In Office,Barpeta,Assam,Asom Gana Parishad,Male,Graduate,"B.Sc. from Arya Vidyapeeth College, Guwahati in year 1973",72,3.0,0.0,4.0,, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Pradyut Bordoloi,Elected,09-06-2024,In Office,Nagaon,Assam,Indian National Congress,Male,Post Graduate and above,"Master Degree from The School of Social Sciences, JNU, New Delhi in year 1980-81",65,3.0,0.0,30.0,, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Md. Rakibul Hussain,Elected,09-06-2024,In Office,Dhubri,Assam,Indian National Congress,Male,Post Graduate and above,M.A. (Pol. Sc.) from Aligarh Muslim University in year 2023,60,3.0,0.0,2.0,, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Prabhakar Reddy Vemireddy,Elected,09-06-2024,In Office,Nellore,Andhra Pradesh,Telugu Desam Party,Male,Graduate,"B.Tech from Andhra University, Visakhapatnam in the year 2006",68,0.0,0.0,23.0,, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Khalilur Rahaman,Elected,09-06-2024,In Office,Jangipur,West Bengal,All India Trinamool Congress,Male,Graduate,B.Com from University of Calcutta in 1981,63,4.0,0.0,24.0,, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
